continent,location,date,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,handwashing_facilities,life_expectancy,human_development_index
Europe,Liechtenstein,3/28/2021,96,32713,857.776,2.517,0.028,35.7,5490,3737,1753,0,14.4,9.8,4.6,4222,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,3/29/2021,310,33023,865.905,8.129,0.028,35.7,5729,3976,1753,239,15.02,10.43,4.6,4353,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,3/30/2021,361,33384,875.37,9.466,0.024,41.7,5979,4217,1762,250,15.68,11.06,4.62,4510,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,3/31/2021,382,33766,885.387,10.017,0.022,45.5,6101,4217,1884,122,16,11.06,4.94,4091,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/1/2021,272,34038,892.519,7.132,0.021,47.6,6298,4217,2081,197,16.51,11.06,5.46,3933,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/2/2021,200,34238,897.763,5.244,0.023,43.5,6504,4219,2285,206,17.05,11.06,5.99,3802,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/3/2021,212,34450,903.322,5.559,0.022,45.5,6504,4219,2285,0,17.05,11.06,5.99,3802,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/4/2021,128,34578,906.679,3.356,0.024,41.7,6504,4219,2285,0,17.05,11.06,5.99,3802,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/5/2021,114,34692,909.668,2.989,0.026,38.5,6504,4219,2285,0,17.05,11.06,5.99,2911,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/6/2021,336,35028,918.478,8.81,0.027,37,6714,4220,2494,210,17.6,11.07,6.54,2753,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/7/2021,310,35338,926.607,8.129,0.036,27.8,6914,4221,2693,200,18.13,11.07,7.06,3042,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/8/2021,306,35644,934.63,8.024,0.043,23.3,7154,4224,2930,240,18.76,11.08,7.68,3199,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/9/2021,301,35945,942.523,7.893,0.042,23.8,7414,4484,2930,260,19.44,11.76,7.68,3409,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/10/2021,149,36094,946.43,3.907,0.042,23.8,7414,4484,2930,0,19.44,11.76,7.68,3409,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/11/2021,95,36189,948.921,2.491,0.042,23.8,7414,4484,2930,0,19.44,11.76,7.68,3409,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/12/2021,304,36493,956.892,7.971,0.04,25,7693,4753,2940,279,20.17,12.46,7.71,4458,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/13/2021,245,36738,963.316,6.424,0.044,22.7,7968,5017,2951,275,20.89,13.16,7.74,4694,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/14/2021,277,37015,970.58,7.263,0.045,22.2,8275,5305,2970,307,21.7,13.91,7.79,5087,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/15/2021,250,37265,977.135,6.555,0.045,22.2,8572,5590,2982,297,22.48,14.66,7.82,5323,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/16/2021,211,37476,982.668,5.533,0.048,20.8,8860,5876,2984,288,23.23,15.41,7.82,5428,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/17/2021,119,37595,985.788,3.12,0.051,19.6,8860,5876,2984,0,23.23,15.41,7.82,5428,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/18/2021,134,37729,989.302,3.514,0.049,20.4,8860,5876,2984,0,23.23,15.41,7.82,5428,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/19/2021,363,38092,998.82,9.518,0.049,20.4,9418,6428,2990,558,24.7,16.86,7.84,6450,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/20/2021,210,38302,1004.327,5.506,0.051,19.6,9959,6969,2990,541,26.11,18.27,7.84,7447,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/21/2021,287,38589,1011.852,7.526,0.045,22.2,10457,7229,3228,498,27.42,18.96,8.46,8181,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/22/2021,253,38842,1018.486,6.634,0.042,23.8,10960,7489,3471,503,28.74,19.64,9.1,8941,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/23/2021,211,39053,1024.019,5.533,0.045,22.2,11457,7752,3705,497,30.04,20.33,9.71,9728,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/24/2021,108,39161,1026.851,2.832,0.045,22.2,11457,7752,3705,0,30.04,20.33,9.71,9728,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/25/2021,118,39279,1029.945,3.094,0.045,22.2,11457,7752,3705,0,30.04,20.33,9.71,9728,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/26/2021,308,39587,1038.021,8.076,0.049,20.4,11697,7756,3941,240,30.67,20.34,10.33,8548,,,,,,7.77,,82.49,0.919
Europe,Liechtenstein,4/27/2021,260,39847,1044.838,6.818,0.049,20.4,11946,7773,4173,249,31.32,20.38,10.94,7447,,,,,,7.77,,82.49,0.919
Asia,Taiwan,1/16/2020,4,4,0,0,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/18/2020,1,5,0,0,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/19/2020,1,6,0,0,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/20/2020,2,8,0,0,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/21/2020,12,20,0.001,0.001,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/22/2020,44,64,0.003,0.002,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/23/2020,70,134,0.006,0.003,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/24/2020,57,191,0.008,0.002,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/25/2020,91,282,0.012,0.004,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/26/2020,117,399,0.017,0.005,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/27/2020,123,522,0.022,0.005,,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/28/2020,95,617,0.026,0.004,0.012,85,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/29/2020,106,723,0.03,0.004,0.011,94,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/30/2020,100,823,0.035,0.004,0.012,85.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,1/31/2020,93,916,0.038,0.004,0.01,104,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/1/2020,87,1003,0.042,0.004,0.01,103,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/2/2020,64,1067,0.045,0.003,0.009,110.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/3/2020,131,1198,0.05,0.006,0.007,135.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/4/2020,103,1301,0.055,0.004,0.004,228.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/5/2020,157,1458,0.061,0.007,0.004,244.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/6/2020,77,1535,0.064,0.003,0.01,102,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/7/2020,199,1734,0.073,0.008,0.007,136.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/8/2020,225,1959,0.082,0.009,0.007,137,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/9/2020,128,2087,0.088,0.005,0.008,127.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/10/2020,205,2292,0.096,0.009,0.007,136.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/11/2020,168,2460,0.103,0.007,0.006,166,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/12/2020,128,2588,0.109,0.005,0.006,161,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/13/2020,115,2703,0.113,0.005,0.002,583.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/14/2020,72,2775,0.117,0.003,0.002,521,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/15/2020,89,2864,0.12,0.004,0.001,902.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/16/2020,112,2976,0.125,0.005,0.002,444.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/17/2020,813,3789,0.159,0.034,0.003,374.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/18/2020,832,4621,0.194,0.035,0.002,541.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/19/2020,696,5317,0.223,0.029,0.002,546.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/20/2020,796,6113,0.257,0.033,0.002,568.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/21/2020,714,6827,0.287,0.03,0.002,506.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/22/2020,444,7271,0.305,0.019,0.002,551.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/23/2020,328,7599,0.319,0.014,0.002,577.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/24/2020,698,8297,0.348,0.029,0.002,563.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/25/2020,609,8906,0.374,0.026,0.002,475.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/26/2020,521,9427,0.396,0.022,0.002,456.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/27/2020,520,9947,0.418,0.022,0.002,479.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/28/2020,371,10318,0.433,0.016,0.002,436.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,2/29/2020,511,10829,0.455,0.021,0.004,273.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/1/2020,430,11259,0.473,0.018,0.003,305.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/2/2020,600,11859,0.498,0.025,0.003,324,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/3/2020,506,12365,0.519,0.021,0.003,314.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/4/2020,485,12850,0.54,0.02,0.003,342.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/5/2020,297,13147,0.552,0.012,0.004,266.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/6/2020,381,13528,0.568,0.016,0.003,292.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/7/2020,307,13835,0.581,0.013,0.002,500.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/8/2020,298,14133,0.593,0.013,0.002,575.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/9/2020,476,14609,0.613,0.02,0.001,688.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/10/2020,332,14941,0.627,0.014,0.002,515.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/11/2020,445,15386,0.646,0.019,0.002,422.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/12/2020,677,16063,0.674,0.028,0.002,584,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/13/2020,439,16502,0.693,0.018,0.002,595.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/14/2020,379,16881,0.709,0.016,0.003,380.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/15/2020,306,17187,0.722,0.013,0.005,218,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/16/2020,730,17917,0.752,0.031,0.007,150.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/17/2020,873,18790,0.789,0.037,0.008,128.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/18/2020,1197,19987,0.839,0.05,0.011,88.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/19/2020,1363,21350,0.896,0.057,0.011,89.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/20/2020,1371,22721,0.954,0.058,0.014,73.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/21/2020,1047,23768,0.998,0.044,0.015,68.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/22/2020,811,24579,1.032,0.034,0.015,67.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/23/2020,1139,25718,1.08,0.048,0.016,60.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/24/2020,924,26642,1.119,0.039,0.018,56.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/25/2020,938,27580,1.158,0.039,0.018,56.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/26/2020,929,28509,1.197,0.039,0.02,49.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/27/2020,864,29373,1.233,0.036,0.02,50.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/28/2020,527,29900,1.255,0.022,0.021,47.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/29/2020,835,30735,1.29,0.035,0.021,47.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/30/2020,1023,31758,1.333,0.043,0.018,54.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,3/31/2020,924,32682,1.372,0.039,0.018,56.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/1/2020,1009,33691,1.415,0.042,0.015,65,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/2/2020,822,34513,1.449,0.035,0.014,69,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/3/2020,880,35393,1.486,0.037,0.013,74.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/4/2020,864,36257,1.522,0.036,0.011,88.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/5/2020,912,37169,1.561,0.038,0.01,99,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/6/2020,1814,38983,1.637,0.076,0.009,107.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/7/2020,1685,40668,1.708,0.071,0.007,147.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/8/2020,1628,42296,1.776,0.068,0.006,172.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/9/2020,1576,43872,1.842,0.066,0.004,228.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/10/2020,1564,45436,1.908,0.066,0.003,295.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/11/2020,1091,46527,1.954,0.046,0.003,342.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/12/2020,664,47191,1.981,0.028,0.002,401,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/13/2020,1340,48531,2.038,0.056,0.002,477.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/14/2020,1204,49735,2.088,0.051,0.002,533.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/15/2020,952,50687,2.128,0.04,0.002,524.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/16/2020,903,51590,2.166,0.038,0.002,514.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/17/2020,838,52428,2.201,0.035,0.002,538,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/18/2020,557,52985,2.225,0.023,0.002,497,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/19/2020,624,53609,2.251,0.026,0.005,200.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/20/2020,1835,55444,2.328,0.077,0.004,238.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/21/2020,1371,56815,2.386,0.058,0.005,221.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/22/2020,1154,57969,2.434,0.048,0.004,234.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/23/2020,1014,58983,2.477,0.043,0.004,231,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/24/2020,827,59810,2.511,0.035,0.004,223.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/25/2020,619,60429,2.537,0.026,0.004,240,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/26/2020,495,60924,2.558,0.021,0.001,812.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/27/2020,740,61664,2.589,0.031,0.001,889,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/28/2020,694,62358,2.618,0.029,0.001,1387,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/29/2020,484,62842,2.639,0.02,0.001,1622.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/30/2020,495,63337,2.659,0.021,0,2174.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/1/2020,374,63711,2.675,0.016,0,3895.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/2/2020,380,64091,2.691,0.016,0.001,1219.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/3/2020,342,64433,2.705,0.014,0.002,501,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/4/2020,528,64961,2.728,0.022,0.003,366.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/5/2020,632,65593,2.754,0.027,0.003,359.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/6/2020,451,66044,2.773,0.019,0.003,319.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/7/2020,417,66461,2.791,0.018,0.004,283.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/8/2020,402,66863,2.807,0.017,0.003,286.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/9/2020,269,67132,2.819,0.011,0.003,379.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/10/2020,267,67399,2.83,0.011,0.001,742.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/11/2020,362,67761,2.845,0.015,0.001,1398.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/12/2020,349,68110,2.86,0.015,0.001,1258.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/13/2020,277,68387,2.871,0.012,0,2342.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/14/2020,274,68661,2.883,0.012,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/15/2020,323,68984,2.896,0.014,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/16/2020,220,69204,2.906,0.009,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/17/2020,185,69389,2.913,0.008,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/18/2020,269,69658,2.925,0.011,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/19/2020,223,69881,2.934,0.009,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/20/2020,226,70107,2.944,0.009,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/21/2020,236,70343,2.954,0.01,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/22/2020,187,70530,2.961,0.008,0.001,1545.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/23/2020,170,70700,2.968,0.007,0.001,1496.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/24/2020,183,70883,2.976,0.008,0.001,1489.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/25/2020,222,71105,2.986,0.009,0.001,1447.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/26/2020,299,71404,2.998,0.013,0.001,1524.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/27/2020,183,71587,3.006,0.008,0.001,1475.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/28/2020,170,71757,3.013,0.007,0.001,1412.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/29/2020,156,71913,3.019,0.007,0.001,1384.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/30/2020,174,72087,3.027,0.007,0.001,1384.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/31/2020,237,72324,3.037,0.01,0.001,1440.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/1/2020,186,72510,3.044,0.008,0.001,702.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/2/2020,178,72688,3.052,0.007,0.002,639.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/3/2020,188,72876,3.06,0.008,0.002,643.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/4/2020,170,73046,3.067,0.007,0.002,643.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,